loc,v(g),ev(g),iv(g),n,l,d,i,t,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,defects,risk_score,risk_level
17.0,5.0,4.0,2.0,47.0,0.11,9.0,25.11,112.97,0,1,0,14.0,14.0,1,28.079977620987872,Low
31.0,4.0,3.0,2.0,41.0,0.11,9.0,20.89,93.99,8,7,0,12.0,12.0,1,27.959611096543185,Low
42.0,7.0,4.0,4.0,84.0,0.06,17.5,24.82,422.21,1,6,5,18.0,18.0,1,34.697149162503216,Medium
19.0,2.0,1.0,2.0,39.0,0.1,10.0,17.13,95.17,0,3,0,12.0,9.0,1,20.844502118083245,Low
20.0,3.0,1.0,2.0,68.0,0.13,7.82,42.69,144.88,0,5,0,11.0,19.0,1,22.593028748420938,Low
13.0,5.0,5.0,3.0,51.0,0.06,15.83,14.77,205.69,0,1,0,15.0,9.0,1,29.20147292577182,Low
14.0,3.0,1.0,2.0,22.0,0.16,6.3,13.3,29.32,1,1,0,9.0,5.0,1,19.101350981327066,Low
20.0,4.0,1.0,4.0,51.0,0.07,15.33,14.61,190.82,0,2,0,12.0,9.0,1,24.655083712883943,Low
130.0,25.0,11.0,9.0,456.0,0.02,49.5,56.84,7737.09,3,20,0,24.0,48.0,1,52.48472487394209,Medium
37.0,6.0,6.0,4.0,65.0,0.07,13.93,22.67,244.34,0,3,2,15.0,14.0,1,34.14305770877508,Medium
24.0,8.0,7.0,5.0,72.0,0.08,13.24,27.2,264.71,6,2,0,15.0,17.0,1,34.59908789352687,Medium
89.0,9.0,6.0,4.0,216.0,0.03,33.21,38.41,2354.32,12,13,0,25.0,35.0,1,42.67743840570428,Medium
28.0,9.0,8.0,3.0,125.0,0.03,30.35,22.06,1129.29,0,3,0,24.0,17.0,1,38.726266899921484,Medium
91.0,11.0,11.0,9.0,245.0,0.05,21.71,66.92,1752.86,13,15,0,19.0,42.0,1,44.924462061964626,Medium
42.0,6.0,5.0,5.0,117.0,0.12,8.67,75.4,314.62,0,1,0,12.0,36.0,1,33.723512931672595,Medium
74.0,8.0,3.0,6.0,299.0,0.02,58.83,28.54,5486.59,0,5,1,23.0,26.0,1,40.487169459268586,Medium
33.0,4.0,4.0,3.0,67.0,0.07,14.0,23.93,260.56,3,5,0,16.0,16.0,1,30.902814529267935,Low
96.0,11.0,4.0,9.0,232.0,0.04,22.75,58.69,1687.46,4,13,2,18.0,36.0,1,41.071184394301255,Medium
6.0,1.0,1.0,1.0,10.0,0.67,1.5,17.23,2.15,0,0,0,3.0,3.0,1,9.237427399263986,Low
9.0,3.0,3.0,2.0,23.0,0.14,7.07,13.56,37.68,0,1,0,11.0,7.0,1,21.625142382029996,Low
21.0,7.0,7.0,3.0,86.0,0.07,13.93,29.01,312.91,0,1,0,11.0,15.0,1,33.61791163203097,Medium
113.0,19.0,1.0,10.0,431.0,0.03,39.52,61.24,5312.46,0,12,0,16.0,33.0,1,41.45149476171388,Medium
5.0,1.0,1.0,1.0,11.0,0.4,2.5,13.95,4.84,0,0,0,5.0,4.0,1,10.156452833182456,Low
7.0,2.0,1.0,2.0,14.0,0.23,4.38,11.07,11.77,0,0,0,7.0,4.0,1,14.401632816613525,Low
43.0,4.0,1.0,3.0,137.0,0.06,17.86,39.66,702.66,0,11,0,15.0,21.0,1,28.750977181139643,Low
63.0,12.0,1.0,8.0,160.0,0.05,19.73,46.68,1009.14,5,5,1,21.0,33.0,1,35.32275290939878,Medium
8.0,1.0,1.0,1.0,18.0,0.36,2.81,23.68,10.41,0,1,0,5.0,8.0,1,12.645630301096247,Low
8.0,1.0,1.0,1.0,14.0,0.5,2.0,23.25,5.17,0,2,0,4.0,6.0,1,11.491549978021357,Low
8.0,1.0,1.0,1.0,14.0,0.5,2.0,23.25,5.17,0,2,0,4.0,6.0,1,11.491549978021357,Low
573.0,38.0,17.0,19.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,42.530465899510816,Medium
104.0,13.0,5.0,10.0,309.0,0.02,58.15,29.68,5575.35,7,9,6,25.0,23.0,1,45.265988503098164,Medium
77.0,8.0,5.0,5.0,264.0,0.02,56.21,25.49,4473.53,3,7,2,24.0,19.0,1,41.87284041582563,Medium
39.0,4.0,1.0,4.0,112.0,0.07,13.57,42.69,436.37,0,8,0,13.0,23.0,1,27.701864254903917,Low
30.0,4.0,3.0,2.0,108.0,0.04,26.0,22.68,851.67,1,4,3,26.0,18.0,1,31.690155149727172,Low
79.0,7.0,1.0,6.0,146.0,0.07,15.0,51.44,643.06,18,16,7,13.0,26.0,1,32.65887337815451,Low
240.0,40.0,6.0,34.0,1098.0,0.01,90.63,84.39,38510.78,55,31,8,38.0,87.0,1,56.99312365429476,Medium
86.0,12.0,1.0,2.0,136.0,0.05,18.38,42.98,806.25,0,14,0,24.0,32.0,1,36.086813979566486,Medium
82.0,15.0,1.0,14.0,192.0,0.08,11.86,87.27,682.37,0,17,0,9.0,33.0,1,35.56398752576636,Medium
101.0,22.0,19.0,7.0,304.0,0.02,54.08,31.05,5045.26,19,14,0,22.0,24.0,1,52.71309298413771,Medium
55.0,12.0,12.0,3.0,202.0,0.03,34.15,35.08,2272.69,1,10,0,27.0,34.0,1,45.13740012677096,Medium
41.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,15.24391416042029,Low
35.0,12.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,23.238234399576623,Low
8.0,1.0,1.0,1.0,11.0,0.32,3.12,11.16,6.05,0,2,0,5.0,4.0,1,12.057081778148405,Low
200.0,25.0,20.0,11.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,37.85144609429231,Medium
27.0,2.0,1.0,1.0,61.0,0.11,8.75,32.77,139.38,1,4,0,10.0,16.0,1,22.33913152675247,Low
32.0,3.0,1.0,2.0,73.0,0.09,11.2,34.44,240.17,0,6,0,17.0,22.0,1,25.38562518486088,Low
41.0,7.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,22.230825155620046,Low
165.0,16.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,32.73183533248304,Low
23.0,4.0,1.0,3.0,53.0,0.08,12.12,21.03,171.49,0,2,0,15.0,13.0,1,24.863419946063033,Low
16.0,3.0,3.0,2.0,42.0,0.09,11.64,17.16,129.1,0,2,0,16.0,11.0,1,25.476473269069437,Low
54.0,7.0,1.0,7.0,162.0,0.04,27.2,28.32,1164.0,0,4,0,12.0,15.0,1,32.52421785360563,Low
31.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,9.302801135769332,Low
15.0,1.0,1.0,1.0,66.0,0.11,9.38,30.92,150.99,0,4,0,9.0,12.0,1,18.426048947314435,Low
7.0,1.0,1.0,1.0,26.0,0.14,7.0,12.85,34.98,0,0,0,7.0,4.0,1,13.859800767839895,Low
31.0,12.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,24.145110150875404,Low
81.0,24.0,18.0,2.0,231.0,0.02,49.24,25.46,3428.8,0,2,0,22.0,21.0,1,51.64131548561919,Medium
27.0,8.0,7.0,3.0,71.0,0.05,18.42,18.73,352.9,0,6,0,17.0,12.0,1,35.537643856236805,Medium
164.0,5.0,1.0,5.0,834.0,0.03,37.4,145.12,11277.54,1,16,0,15.0,76.0,1,38.18196545188265,Medium
116.0,2.0,1.0,1.0,486.0,0.06,17.82,187.35,3305.94,0,23,0,16.0,101.0,1,31.899200151957686,Low
56.0,5.0,1.0,5.0,243.0,0.05,20.09,71.14,1595.7,0,9,0,16.0,43.0,1,31.82380504064571,Low
60.0,8.0,5.0,3.0,156.0,0.03,32.1,26.99,1545.49,5,8,0,23.0,24.0,1,39.55738743067374,Medium
36.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,13.984083015651558,Low
7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,4.651400567884665,Low
184.0,9.0,7.0,1.0,693.0,0.03,35.93,129.78,9305.55,13,29,0,19.0,87.0,1,47.24180659836918,Medium
469.0,2.0,1.0,2.0,1186.0,0.02,43.85,186.83,19953.83,130,47,7,16.0,104.0,1,39.4830062477855,Medium
242.0,3.0,3.0,3.0,1237.0,0.03,29.78,312.17,15382.18,19,52,0,18.0,165.0,1,41.137298372634625,Medium
96.0,1.0,1.0,1.0,468.0,0.05,18.75,150.87,2946.64,12,14,0,10.0,56.0,1,28.734842131808897,Low
463.0,94.0,52.0,68.0,1756.0,0.01,71.81,177.24,50774.76,34,34,0,26.0,126.0,1,71.96751505996123,High
169.0,5.0,1.0,5.0,842.0,0.03,38.3,142.72,11630.73,1,15,0,15.0,75.0,1,38.340012421797724,Medium
221.0,1.0,1.0,1.0,1396.0,0.03,29.66,326.75,15970.24,2,47,0,11.0,112.0,1,33.95647820049732,Medium
95.0,22.0,19.0,16.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,34.59002417083003,Medium
85.0,4.0,1.0,3.0,317.0,0.02,45.85,35.17,4107.97,0,15,0,14.0,20.0,1,33.94621913388542,Medium
113.0,1.0,1.0,1.0,565.0,0.05,18.37,186.54,3498.34,0,16,0,8.0,59.0,1,29.28629779919389,Low
91.0,2.0,1.0,2.0,260.0,0.07,14.34,113.29,1294.04,19,24,0,14.0,62.0,1,29.720595761364265,Low
22.0,3.0,1.0,3.0,61.0,0.13,8.0,38.46,136.76,0,4,0,12.0,21.0,1,23.102624394268037,Low
57.0,7.0,5.0,3.0,172.0,0.03,36.5,26.6,1968.45,6,8,1,25.0,25.0,1,39.318990388542126,Medium
22.0,2.0,1.0,2.0,66.0,0.1,9.71,32.68,171.09,0,4,0,11.0,17.0,1,22.072588834657065,Low
22.0,2.0,1.0,2.0,66.0,0.11,9.17,34.98,163.28,0,4,0,11.0,18.0,1,21.979201395638956,Low
163.0,5.0,1.0,5.0,840.0,0.03,37.21,147.28,11327.28,1,15,0,15.0,77.0,1,38.16374740739317,Medium
166.0,1.0,1.0,1.0,141.0,0.18,5.47,134.31,223.17,1,18,0,5.0,32.0,1,26.073242636561496,Low
15.0,1.0,1.0,1.0,32.0,0.29,3.46,39.27,26.14,0,2,0,6.0,13.0,1,15.735027659888424,Low
41.0,5.0,3.0,3.0,110.0,0.09,10.98,54.01,361.92,1,6,0,13.0,29.0,1,31.510863945904898,Low
61.0,26.0,24.0,8.0,297.0,0.03,32.09,55.94,3200.72,8,10,0,23.0,43.0,1,51.914111177981034,Medium
56.0,6.0,5.0,2.0,154.0,0.03,33.39,25.62,1586.84,5,11,0,24.0,23.0,1,38.24724086969476,Medium
55.0,6.0,1.0,6.0,153.0,0.04,26.35,28.76,1109.74,9,6,0,14.0,17.0,1,32.04194201438562,Low
415.0,9.0,1.0,8.0,2057.0,0.02,55.06,280.16,47194.17,2,27,0,19.0,162.0,1,45.95762782182236,Medium
43.0,2.0,1.0,2.0,138.0,0.1,9.73,75.51,396.83,1,9,6,9.0,31.0,1,25.085045403101518,Low
21.0,6.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,17.92709815420053,Low
50.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,16.600958256967317,Low
163.0,5.0,1.0,5.0,842.0,0.03,38.3,142.72,11630.73,1,15,0,15.0,75.0,1,38.21945060404329,Medium
168.0,5.0,1.0,5.0,852.0,0.03,38.29,144.81,11794.52,1,14,0,15.0,76.0,1,38.33822539829267,Medium
324.0,6.0,1.0,6.0,1540.0,0.02,44.35,252.67,27607.09,1,33,1,17.0,138.0,1,42.56481871266002,Medium
169.0,5.0,1.0,5.0,842.0,0.03,37.8,144.98,11505.88,1,18,0,15.0,76.0,1,38.31645364196613,Medium
139.0,5.0,1.0,5.0,897.0,0.03,38.06,154.83,12461.58,1,38,0,15.0,80.0,1,37.76016009409639,Medium
455.0,23.0,1.0,11.0,1793.0,0.02,65.16,207.25,48880.82,17,76,1,26.0,160.0,1,50.80383613104116,Medium
66.0,3.0,1.0,3.0,213.0,0.13,7.5,172.88,540.26,1,2,0,10.0,58.0,1,27.923373396645975,Low
106.0,3.0,1.0,3.0,422.0,0.05,19.99,134.61,2987.02,2,9,0,14.0,69.0,1,32.734765664792356,Low
123.0,2.0,1.0,2.0,661.0,0.03,33.1,134.61,8195.13,1,15,0,20.0,87.0,1,33.849938437176995,Medium
124.0,7.0,1.0,3.0,643.0,0.03,36.63,109.36,8149.33,0,10,0,15.0,60.0,1,38.164249102480206,Medium
163.0,5.0,1.0,5.0,840.0,0.03,37.21,147.28,11327.28,1,13,0,15.0,77.0,1,38.16374740739317,Medium
77.0,1.0,1.0,1.0,365.0,0.1,10.45,217.61,1319.62,0,8,0,8.0,67.0,1,26.45217826951741,Low
26.0,2.0,1.0,2.0,40.0,0.15,6.8,24.53,63.01,7,3,0,8.0,10.0,1,20.850253694280504,Low
65.0,7.0,1.0,4.0,170.0,0.03,28.6,33.02,1500.36,18,14,0,22.0,25.0,1,33.99658351610616,Medium
52.0,6.0,5.0,2.0,117.0,0.04,25.2,24.87,877.57,7,9,0,21.0,20.0,1,36.90961944565772,Medium
24.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,12.668673503170405,Low
53.0,10.0,6.0,6.0,127.0,0.06,17.5,37.52,638.34,4,9,7,14.0,22.0,1,38.71750832841881,Medium
24.0,5.0,4.0,4.0,68.0,0.1,9.71,33.68,176.27,0,6,3,11.0,17.0,1,29.672313542583083,Low
17.0,2.0,1.0,2.0,29.0,0.21,4.73,26.06,32.35,3,2,0,8.0,11.0,1,18.593785582162056,Low
45.0,1.0,1.0,1.0,140.0,0.09,11.17,68.82,477.2,5,10,0,13.0,32.0,1,23.83972707266428,Low
38.0,3.0,3.0,2.0,139.0,0.08,13.01,59.97,564.29,1,10,0,15.0,34.0,1,30.14702838993043,Low
57.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,17.608199907343757,Low
152.0,3.0,1.0,3.0,434.0,0.05,21.99,127.51,3424.14,40,20,1,18.0,70.0,1,34.25654908756055,Medium
34.0,7.0,4.0,5.0,86.0,0.08,12.66,33.97,302.38,2,6,3,13.0,19.0,1,33.07585235396214,Medium
14.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,6.76055628359603,Low
55.0,4.0,1.0,2.0,168.0,0.04,25.77,33.7,1243.6,5,5,8,14.0,22.0,1,30.78429344698567,Low
42.0,5.0,1.0,3.0,107.0,0.05,19.85,26.95,590.07,6,8,0,15.0,17.0,1,29.551246072920424,Low
35.0,4.0,3.0,2.0,62.0,0.1,10.0,29.48,163.78,3,6,1,12.0,15.0,1,28.969922584775297,Low
36.0,4.0,1.0,4.0,94.0,0.05,20.46,21.84,508.08,6,3,0,14.0,13.0,1,27.94555866377719,Low
117.0,18.0,10.0,13.0,296.0,0.03,35.14,50.91,3493.08,12,10,16,24.0,42.0,1,49.007998415191025,Medium
13.0,3.0,1.0,3.0,30.0,0.12,8.25,14.21,53.72,0,2,4,9.0,6.0,1,19.876311653703997,Low
4.0,1.0,1.0,1.0,7.0,0.33,3.0,6.55,3.28,0,0,0,6.0,1.0,1,8.665621112770275,Low
30.0,4.0,3.0,3.0,137.0,0.05,20.57,35.2,827.54,0,7,0,18.0,21.0,1,31.15787853932656,Low
17.0,2.0,1.0,2.0,27.0,0.21,4.8,23.46,30.02,3,3,0,8.0,10.0,1,18.50852523552819,Low
19.0,3.0,1.0,2.0,35.0,0.13,7.5,20.81,65.03,3,4,0,11.0,11.0,1,21.570266212034646,Low
13.0,3.0,3.0,2.0,46.0,0.11,9.29,23.55,112.83,0,5,0,13.0,14.0,1,24.46552673361619,Low
6.0,1.0,1.0,1.0,14.0,0.33,3.0,15.5,7.75,0,1,0,5.0,5.0,1,11.378872277389243,Low
8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,5.046595191987954,Low
11.0,1.0,1.0,1.0,25.0,0.1,9.6,10.64,54.5,0,3,0,12.0,5.0,1,16.415255911408277,Low
18.0,2.0,1.0,2.0,28.0,0.19,5.4,22.03,35.68,3,4,0,9.0,10.0,1,19.015985376487443,Low
67.0,11.0,1.0,11.0,211.0,0.03,38.04,30.64,2463.14,6,13,0,22.0,24.0,1,36.81298054856204,Medium
4.0,1.0,1.0,1.0,8.0,0.27,3.75,5.99,4.68,0,0,0,5.0,2.0,1,9.819533090335161,Low
70.0,9.0,5.0,8.0,216.0,0.03,38.0,30.45,2443.04,7,7,0,19.0,22.0,1,40.97205274017448,Medium
32.0,5.0,1.0,4.0,66.0,0.09,11.07,27.33,186.13,0,5,0,10.0,14.0,1,26.58967469335628,Low
20.0,5.0,4.0,4.0,41.0,0.14,6.91,25.21,66.85,0,3,0,8.0,11.0,1,27.498842362195596,Low
14.0,4.0,4.0,4.0,32.0,0.14,7.31,17.89,53.14,0,0,0,9.0,8.0,1,25.283873596690487,Low
70.0,7.0,4.0,6.0,182.0,0.03,31.91,33.55,1897.95,5,11,0,26.0,33.0,1,39.126759301018424,Medium
37.0,6.0,1.0,4.0,94.0,0.05,19.68,24.69,531.44,0,5,2,17.0,19.0,1,29.966906745978093,Low
88.0,14.0,9.0,13.0,335.0,0.05,22.12,90.87,2470.07,1,5,0,14.0,50.0,1,45.31474612811097,Medium
95.0,5.0,1.0,5.0,196.0,0.04,26.33,40.88,1574.74,40,9,0,18.0,27.0,1,33.77956521662625,Medium
186.0,28.0,20.0,8.0,434.0,0.01,89.59,28.26,12599.61,45,20,0,29.0,28.0,1,57.89072961771935,Medium
50.0,11.0,10.0,2.0,238.0,0.02,51.06,23.91,3463.09,4,3,0,19.0,16.0,1,43.960659682976505,Medium
27.0,5.0,3.0,3.0,79.0,0.07,13.52,30.88,313.69,0,6,0,,,1,,
57.0,5.0,1.0,4.0,110.0,0.05,18.38,28.78,539.83,3,9,4,12.0,16.0,1,30.2307012090489,Low
165.0,22.0,1.0,18.0,409.0,0.04,25.77,103.27,3811.34,10,16,1,20.0,71.0,1,43.06117468265088,Medium
35.0,3.0,1.0,3.0,90.0,0.09,11.2,40.88,284.9,5,7,0,14.0,20.0,1,25.54638322763395,Low
24.0,3.0,1.0,3.0,50.0,0.11,9.5,24.13,120.99,3,5,0,12.0,12.0,1,23.134293372149894,Low
67.0,12.0,7.0,6.0,242.0,0.02,43.48,32.18,3379.79,1,4,0,26.0,29.0,1,44.14883746569812,Medium
23.0,4.0,1.0,4.0,62.0,0.06,16.0,19.01,270.42,3,2,1,16.0,14.0,1,25.821014403334363,Low
74.0,12.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,28.444319310795162,Low
10.0,2.0,1.0,2.0,56.0,0.08,12.09,21.51,174.68,0,0,0,14.0,11.0,1,19.67767915978995,Low
50.0,8.0,1.0,7.0,111.0,0.04,23.16,24.59,732.45,13,8,0,19.0,16.0,1,32.38528701776915,Low
52.0,9.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,23.33503932097656,Low
18.0,2.0,1.0,2.0,16.0,0.24,4.2,13.66,13.38,8,2,0,7.0,5.0,1,17.454149516740358,Low
31.0,12.0,12.0,11.0,131.0,0.06,16.77,44.3,692.48,1,1,0,20.0,31.0,1,40.87123595701864,Medium
94.0,12.0,1.0,10.0,240.0,0.03,38.63,38.94,3227.4,10,10,11,33.0,44.0,1,39.19858310254776,Medium
5.0,1.0,1.0,1.0,14.0,0.19,5.25,9.23,14.13,0,0,0,7.0,4.0,1,12.07690684637039,Low
19.0,6.0,1.0,3.0,63.0,0.09,11.38,27.18,195.36,0,2,1,14.0,16.0,1,25.879522291036665,Low
4.0,1.0,1.0,1.0,5.0,0.67,1.5,7.74,0.97,0,0,0,3.0,2.0,1,7.69360768148405,Low
33.0,1.0,1.0,1.0,104.0,0.24,4.13,124.62,118.35,4,5,0,5.0,26.0,1,19.674833343579586,Low
36.0,2.0,1.0,2.0,332.0,0.07,15.0,116.98,1462.29,0,1,1,6.0,33.0,1,25.91445601233719,Low
41.0,7.0,6.0,5.0,113.0,0.07,15.04,40.76,512.39,12,2,0,19.0,24.0,1,36.064261196800715,Medium
23.0,2.0,1.0,2.0,86.0,0.08,13.0,33.37,313.31,0,4,0,13.0,20.0,1,23.32494738516683,Low
591.0,88.0,44.0,51.0,1865.0,0.01,67.29,212.86,53537.86,69,75,3,30.0,175.0,1,72.00398064843844,High
10.0,1.0,1.0,1.0,35.0,0.28,3.54,40.39,28.15,0,3,0,5.0,12.0,1,14.429841990611337,Low
5.0,1.0,1.0,1.0,15.0,0.34,2.92,17.79,8.41,0,0,0,5.0,6.0,1,11.017038078698235,Low
115.0,2.0,1.0,1.0,580.0,0.04,28.22,132.74,5874.6,1,25,0,19.0,69.0,1,32.784617327190176,Low
113.0,16.0,9.0,10.0,350.0,0.02,41.28,50.48,4779.47,6,9,0,23.0,39.0,1,48.367223344002774,Medium
17.0,3.0,1.0,1.0,23.0,0.2,5.0,17.51,24.32,0,4,0,7.0,7.0,1,19.478387917261703,Low
200.0,52.0,13.0,37.0,1334.0,0.01,99.31,93.57,51270.04,5,5,0,39.0,86.0,1,60.979783972102275,Medium
18.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,9.409649592938443,Low
35.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,13.892151887838919,Low
84.0,22.0,6.0,9.0,445.0,0.02,63.88,42.26,9579.72,0,14,1,34.0,33.0,1,48.335576514413056,Medium
36.0,4.0,1.0,4.0,71.0,0.09,11.45,31.55,229.72,2,4,0,15.0,19.0,1,26.656540380106026,Low
65.0,9.0,7.0,5.0,184.0,0.03,31.5,31.5,1736.33,2,5,0,18.0,24.0,1,41.54546818077882,Medium
9.0,3.0,3.0,2.0,24.0,0.13,7.71,13.22,43.69,0,1,0,12.0,7.0,1,21.87792114503435,Low
13.0,3.0,1.0,3.0,32.0,0.12,8.44,15.5,61.31,0,1,0,9.0,8.0,1,20.30607311665206,Low
5.0,1.0,1.0,1.0,13.0,0.33,3.0,14.99,7.5,0,0,0,6.0,5.0,1,10.861654159940443,Low
20.0,7.0,7.0,3.0,41.0,0.08,12.44,14.9,128.22,0,2,0,14.0,9.0,1,32.43580636556144,Low
30.0,6.0,5.0,5.0,76.0,0.05,21.19,17.93,447.39,4,3,0,19.0,13.0,1,33.97524426233258,Medium
45.0,5.0,1.0,4.0,148.0,0.05,18.28,45.69,848.34,1,6,4,18.0,32.0,1,30.39233545794095,Low
15.0,4.0,4.0,2.0,28.0,0.12,8.36,14.48,56.19,0,2,0,13.0,7.0,1,25.724664954366055,Low
107.0,14.0,7.0,9.0,317.0,0.05,19.42,105.18,2203.44,5,17,0,19.0,68.0,1,44.97861048059887,Medium
54.0,8.0,3.0,5.0,198.0,0.03,39.2,28.05,2395.42,1,8,0,25.0,22.0,1,37.89823639222092,Medium
112.0,20.0,15.0,7.0,382.0,0.02,49.48,44.83,6098.76,2,13,6,23.0,33.0,1,51.78491988951986,Medium
246.0,46.0,39.0,13.0,845.0,0.01,92.65,55.32,26384.2,19,20,4,24.0,43.0,1,64.66223871195423,Medium
48.0,8.0,7.0,5.0,142.0,0.05,20.46,38.11,886.49,0,9,0,19.0,26.0,1,38.80015541894932,Medium
18.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,7.553705940239864,Low
31.0,5.0,1.0,5.0,55.0,0.11,8.77,29.13,124.43,0,2,0,12.0,13.0,1,25.686720343084033,Low
14.0,2.0,1.0,2.0,50.0,0.16,6.19,37.53,79.82,0,4,0,9.0,16.0,1,19.23611531436943,Low
14.0,2.0,1.0,2.0,27.0,0.16,6.29,16.78,36.84,2,4,0,8.0,7.0,1,18.194860089985976,Low
34.0,5.0,3.0,5.0,102.0,0.09,11.56,46.98,348.49,0,5,0,13.0,27.0,1,30.95622544849972,Low
16.0,2.0,1.0,2.0,30.0,0.19,5.2,24.06,36.14,0,3,0,8.0,10.0,1,18.5376357435495,Low
21.0,2.0,1.0,2.0,36.0,0.16,6.4,23.46,53.38,3,3,0,8.0,10.0,1,19.988747177141413,Low
6.0,1.0,1.0,1.0,10.0,0.4,2.5,12.68,4.4,0,1,0,5.0,4.0,1,10.673670950631255,Low
45.0,5.0,1.0,5.0,98.0,0.11,9.38,53.18,259.67,4,8,0,10.0,26.0,1,28.05210064984808,Low
7.0,1.0,1.0,1.0,6.0,0.67,1.5,10.34,1.29,0,2,0,3.0,3.0,1,9.68546211173471,Low
21.0,2.0,1.0,2.0,77.0,0.05,18.75,17.75,346.65,0,4,0,12.0,8.0,1,22.950826403680075,Low
6.0,1.0,1.0,1.0,4.0,0.67,1.5,5.33,0.67,0,1,0,3.0,1.0,1,8.237849267847592,Low
7.0,1.0,1.0,1.0,6.0,0.67,1.5,10.34,1.29,0,2,0,3.0,3.0,1,9.68546211173471,Low
14.0,2.0,1.0,1.0,12.0,0.33,3.0,13.29,6.64,5,3,0,5.0,5.0,1,15.79200635826991,Low
5.0,1.0,1.0,1.0,4.0,0.67,1.5,5.33,0.67,0,1,0,3.0,1.0,1,7.720631150398792,Low
63.0,7.0,4.0,5.0,154.0,0.04,26.05,30.79,1161.16,7,9,0,18.0,19.0,1,37.363799795146925,Medium
12.0,2.0,1.0,2.0,30.0,0.21,4.77,26.21,33.17,1,2,0,7.0,11.0,1,17.524944760071413,Low
26.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,19.43944086137353,Low
46.0,12.0,11.0,8.0,125.0,0.03,32.89,17.65,1060.63,16,1,0,16.0,9.0,1,42.259760989460545,Medium
37.0,10.0,9.0,3.0,122.0,0.05,21.47,29.14,746.54,12,1,0,16.0,19.0,1,39.595178762706595,Medium
24.0,10.0,8.0,2.0,60.0,0.06,16.67,17.31,267.08,0,2,0,16.0,12.0,1,36.29623879087591,Medium
36.0,6.0,4.0,5.0,101.0,0.08,12.04,44.34,357.07,3,4,0,14.0,25.0,1,32.875589540408065,Low
14.0,2.0,1.0,2.0,21.0,0.15,6.67,11.99,29.61,1,3,1,8.0,6.0,1,18.170597507852115,Low
12.0,2.0,1.0,2.0,18.0,0.25,4.0,16.12,14.34,0,1,0,6.0,6.0,1,16.273250158040184,Low
8.0,1.0,1.0,1.0,31.0,0.17,6.0,19.67,39.34,0,0,1,7.0,7.0,1,14.490503352945206,Low
60.0,8.0,4.0,7.0,146.0,0.05,19.33,41.47,861.2,5,7,0,18.0,27.0,1,37.28114942900557,Medium
41.0,4.0,3.0,3.0,58.0,0.1,10.21,26.37,152.84,9,8,2,11.0,14.0,1,29.456706795052234,Low
5.0,1.0,1.0,1.0,14.0,0.19,5.25,9.23,14.13,0,0,0,7.0,4.0,1,12.07690684637039,Low
16.0,2.0,1.0,1.0,41.0,0.14,7.13,25.28,71.28,1,4,0,9.0,12.0,1,19.676177169937347,Low
4.0,1.0,1.0,1.0,7.0,0.5,2.0,9.83,2.18,0,0,0,4.0,3.0,1,8.712349007284121,Low
24.0,6.0,6.0,2.0,91.0,0.05,21.18,22.04,549.14,0,4,0,18.0,17.0,1,34.31210770207809,Medium
44.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,19.622604048671867,Low
